YEAR,1_SELF_EMPLOY,2_NUM_OF_EMPLOYEES,3_TECH_ORG,4_MH_BEN_PROVIDED,5_AWARE_OF_MH_BENEFITS,6_EMPLOY_FORMALLY_DISCUSS_MH,7_EMPLOY_OFFER_RESOURCES,8_ANONIMITY_PROTECT,9_COMFORT_DISCUSS_SUPERVISOR,10_EVER_DISUSS_MH_w_EMPLOY,11_IMPORTANCE_EMPLOY_PHYS_HEALTH,12_IMPORTANCE_EMPLOY_MENTAL_HEALTH,13_IF_DIAGNOSED_MH_REVEAL_COWORK_EMPLOYEES,14_IF_REVEAL_DISORDER_HOW_IMPACT_RELATIONSHIP,15_CURRENT_MH_DISORDER,16_DIAGNOSED_MH_DISORDER,17_DISORDER_INTERFERE_WITH_WORK_WHEN_TREATED,18_DISORDER_INTERFERE_WITH_WORK_WHEN_NOT_TREATED,19_TECH_SUPPORT_EMPLOYEE_w_MH_DISORDER,20_AGE,21_GENDER,22_COUNTRY,23_STATE,24_RACE,25_COUNTRY_2
2017,0,25-Jun,1,Yes,No,No,I don't know,I don't know,No,0,3,3,,,No,,Not applicable to me,Not applicable to me,2,42,Male,United States of America,Illinois,White,United States of America
2017,0,25-Jun,1,Not eligible for coverage / NA,N/A,Yes,No,Yes,Yes,1,7,7,,,No,,Not applicable to me,Not applicable to me,2,47,male,Australia,,,Australia
2017,0,26-100,1,Not eligible for coverage / NA,N/A,Yes,I don't know,I don't know,Yes,1,7,7,,,Yes,Yes,Never,Sometimes,3,31,Female,Netherlands,,,Netherlands
2017,0,More than 1000,0,I don't know,No,Yes,Yes,Yes,Yes,0,10,10,,,No,,Not applicable to me,Not applicable to me,3,32,Male,United Kingdom,,,United Kingdom
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,3,60,Male ,Netherlands,,,Netherlands
2017,0,100-500,1,I don't know,No,No,No,I don't know,Maybe,0,5,5,,,No,,Rarely,Sometimes,2,58,Male,Belgium,,,Belgium
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,1,38,Male,Belgium,,,Belgium
2017,0,25-Jun,1,No,N/A,No,No,I don't know,No,0,1,1,,,Don't Know,,Not applicable to me,Not applicable to me,1,42,female,Spain,,,Spain
2017,0,100-500,1,I don't know,N/A,I don't know,No,I don't know,No,0,9,8,,,Yes,Yes,Rarely,Often,1,41,Male,Germany,,,Germany
2017,0,More than 1000,1,Yes,Yes,No,No,Yes,No,0,8,10,,,Possibly,,Sometimes,Rarely,3,25,Male,India,,,India
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,Yes,Yes,1,9,9,,,No,,Often,Often,3,31,Female,United States of America,California,White,United States of America
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,Don't Know,,Not applicable to me,Not applicable to me,2,42,male,Argentina,,,United States of America
2017,0,26-100,1,No,No,No,No,I don't know,Yes,1,7,2,,,Yes,Yes,Rarely,Sometimes,2,42,Male,United States of America,Texas,White,United States of America
2017,0,More than 1000,1,Yes,Yes,No,Yes,Yes,No,0,4,1,,,Yes,Yes,Often,Often,1,41,Male,United States of America,California,Asian,United States of America
2017,0,More than 1000,1,Yes,Yes,No,Yes,Yes,Maybe,1,8,5,,,Yes,Yes,Sometimes,Often,2,35,Non-binary,United States of America,Washington,White,United States of America
2017,0,More than 1000,1,Yes,Yes,No,No,No,Maybe,0,9,3,,,Don't Know,,Not applicable to me,Not applicable to me,2,24,Male,Mexico,,,Mexico
2017,0,More than 1000,1,Yes,No,Yes,Yes,I don't know,Maybe,0,10,5,,,Yes,Yes,Never,Often,3,37,Male,United States of America,Oregon,White,United States of America
2017,0,More than 1000,1,I don't know,N/A,Yes,I don't know,I don't know,No,0,5,6,,,Don't Know,,Not applicable to me,Not applicable to me,2,32,Male,Japan,,,Japan
2017,0,500-1000,0,Yes,Yes,Yes,Yes,Yes,Yes,0,8,8,,,No,,Rarely,Rarely,5,34,M,India,,,India
2017,0,More than 1000,0,No,No,No,No,I don't know,Maybe,0,5,4,,,No,,Not applicable to me,Sometimes,2,37,Male,Singapore,,,Singapore
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,Don't Know,,Not applicable to me,Not applicable to me,3,38,Male,France,,,France
2017,0,26-100,1,No,No,I don't know,No,I don't know,Maybe,0,7,3,,,Possibly,,Sometimes,Often,1,30,male,United States of America,Ohio,White,United States of America
2017,0,More than 1000,1,I don't know,No,No,No,I don't know,No,0,2,5,,,Don't Know,,Not applicable to me,Not applicable to me,2,27,Male,France,,,France
2017,0,More than 1000,0,Yes,No,No,I don't know,I don't know,No,0,7,7,,,No,,Not applicable to me,Not applicable to me,3,41,Female,United States of America,California,White,United States of America
2017,0,25-Jun,1,I don't know,No,No,No,I don't know,Maybe,0,7,7,,,Possibly,,Rarely,Rarely,3,41,M,United States of America,Massachusetts,White,United States of America
2017,0,26-100,1,Yes,No,No,I don't know,I don't know,Maybe,0,8,5,,,No,,Not applicable to me,Not applicable to me,2,39,male,United States of America,California,White,United States of America
2017,0,More than 1000,1,Yes,Yes,No,I don't know,I don't know,Maybe,1,9,6,,,Yes,Yes,Sometimes,Often,3,42,male,United States of America,Iowa,White,United States of America
2017,0,5-Jan,1,Yes,No,No,No,Yes,Yes,1,8,8,,,Yes,Yes,Rarely,Sometimes,3,28,Female,United States of America,Massachusetts,White,United States of America
2017,0,25-Jun,1,No,No,No,No,I don't know,No,0,7,3,,,Yes,Yes,Sometimes,Often,3,29,Male,United States of America,New York,White,United States of America
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",Positively,Possibly,,Sometimes,Often,2,41,"Male, cis",Australia,,,Australia
2017,0,More than 1000,1,Yes,No,No,I don't know,I don't know,Maybe,0,5,5,,,No,,Not applicable to me,Not applicable to me,2,46,Male,United States of America,California,White,United States of America
2017,0,500-1000,1,Yes,Yes,I don't know,No,No,Yes,1,2,3,,,No,,Not applicable to me,Not applicable to me,2,38,Male,Spain,,,Spain
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,Yes,Maybe,0,8,7,,,Don't Know,,Rarely,Rarely,2,34,Male,United States of America,Illinois,,United States of America
2017,0,25-Jun,1,Yes,No,No,No,I don't know,Yes,0,7,5,,,Yes,Yes,Sometimes,Often,3,28,Male,Germany,,,Germany
2017,0,26-100,1,No,No,No,No,I don't know,No,0,2,8,,,Yes,Yes,Rarely,Sometimes,2,28,Female ,Netherlands,,,Netherlands
2017,0,26-100,1,Yes,Yes,No,No,Yes,Yes,1,5,5,,,No,,Rarely,Not applicable to me,1,38,cis male ,Germany,,,Germany
2017,0,More than 1000,0,Yes,No,No,No,I don't know,Maybe,1,8,7,,,Yes,Yes,Rarely,Often,4,33,Male,United States of America,Kentucky,More than one of the above,United States of America
2017,0,26-100,1,Yes,Yes,No,No,Yes,Maybe,1,6,6,,,Don't Know,,Rarely,Often,2,38,female,United States of America,Georgia,White,United States of America
2017,0,100-500,0,I don't know,No,No,I don't know,I don't know,Maybe,0,5,2,,,Yes,Yes,Rarely,Sometimes,3,48,Male,United States of America,Virginia,White,United States of America
2017,0,5-Jan,1,No,No,No,No,Yes,Maybe,1,10,10,,,No,,Not applicable to me,Not applicable to me,3,44,Woman,France,,,France
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,I don't know,Yes,1,8,8,,,Possibly,,Rarely,Rarely,2,34,Male,United States of America,Indiana,White,United States of America
2017,0,100-500,1,No,No,No,No,I don't know,No,0,7,0,,,Yes,Yes,Sometimes,Often,2,29,Female,United States of America,Indiana,White,United States of America
2017,0,More than 1000,0,No,No,I don't know,Yes,I don't know,No,0,7,3,,,Yes,Yes,Sometimes,Often,1,39,male,United Kingdom,,,United Kingdom
2017,0,100-500,1,I don't know,No,No,I don't know,I don't know,No,0,6,8,,,Don't Know,,Rarely,Never,2,41,m,Slovakia,,,Slovakia
2017,0,100-500,1,Yes,No,No,Yes,Yes,No,0,5,5,,,No,,Not applicable to me,Not applicable to me,3,33,Male,United States of America,Tennessee,White,United States of America
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Rarely,Not applicable to me,1,31,male,Germany,,,Germany
2017,0,More than 1000,1,Yes,No,Yes,Yes,Yes,No,0,6,4,,,Don't Know,,Not applicable to me,Not applicable to me,2,44,Male,France,,,France
2017,0,100-500,0,I don't know,No,No,No,I don't know,No,0,6,0,,,Yes,Yes,Often,Often,3,33,Female,United States of America,California,,United States of America
2017,0,26-100,1,I don't know,No,No,I don't know,I don't know,No,0,3,3,,,Possibly,,Not applicable to me,Often,2,26,Agender/genderfluid,Austria,,,Austria
2017,0,26-100,1,Not eligible for coverage / NA,N/A,No,No,I don't know,Yes,0,7,4,,,No,,Not applicable to me,Not applicable to me,3,28,Male,South Africa,,,South Africa
2017,0,25-Jun,1,Yes,Yes,No,No,I don't know,Maybe,0,6,7,,,Possibly,,Not applicable to me,Not applicable to me,2,32,Female,United States of America,Pennsylvania,White,United States of America
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,Yes,Maybe,0,5,8,,,No,,Not applicable to me,Not applicable to me,4,35,Female,Ireland,,,Ireland
2017,0,More than 1000,0,I don't know,No,Yes,Yes,Yes,Yes,0,8,8,,,No,,Not applicable to me,Not applicable to me,4,40,Male,France,,,France
2017,0,500-1000,0,I don't know,No,No,I don't know,Yes,Yes,0,5,6,,,Yes,Yes,Rarely,Often,2,30,Male,United States of America,New York,White,United States of America
2017,0,More than 1000,1,I don't know,No,I don't know,I don't know,I don't know,Yes,0,9,7,,,Possibly,,Not applicable to me,Sometimes,3,34,Male,United States of America,Texas,More than one of the above,United States of America
2017,0,26-100,1,I don't know,No,I don't know,I don't know,I don't know,Maybe,0,8,8,,,No,,Not applicable to me,Not applicable to me,3,21,Male,United States of America,Massachusetts,White,United States of America
2017,0,More than 1000,0,Yes,Yes,No,I don't know,Yes,Yes,1,6,5,,,Yes,Yes,Sometimes,Often,1,37,male,France,,,France
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,4,27,Male,Belarus,,,United States of America
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,3,37,Male,United States of America,Colorado,White,United States of America
2017,0,100-500,1,Yes,Yes,Yes,Yes,Yes,Yes,1,7,8,,,Yes,Yes,Sometimes,Sometimes,4,33,Male,United Kingdom,,,United Kingdom
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,Yes,Yes,1,7,7,,,Possibly,,Not applicable to me,Not applicable to me,2,28,Male,United States of America,California,More than one of the above,United States of America
2017,0,More than 1000,1,Yes,No,Yes,Yes,Yes,Yes,1,7,7,,,Don't Know,,Not applicable to me,Not applicable to me,1,41,male,United States of America,Massachusetts,White,United States of America
2017,0,26-100,1,No,N/A,No,No,Yes,Maybe,0,3,4,,,No,,Not applicable to me,Not applicable to me,3,34,male,Germany,,,Germany
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",I'm not sure,No,,Not applicable to me,Not applicable to me,2,37,Male,United Kingdom,,,United Kingdom
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,I don't know,Yes,1,6,8,,,Yes,Yes,Rarely,Sometimes,2,28,Male,United States of America,Oregon,White,United States of America
2017,0,More than 1000,0,No,N/A,No,No,I don't know,Maybe,0,6,2,,,Possibly,,Not applicable to me,Not applicable to me,3,52,Male,Germany,,,Germany
2017,0,100-500,1,I don't know,No,No,I don't know,I don't know,Yes,0,5,3,,,No,,Not applicable to me,Not applicable to me,2,39,Male,United Kingdom,,,United Kingdom
2017,0,25-Jun,1,Yes,No,No,No,I don't know,No,0,1,0,,,Possibly,,Not applicable to me,Often,1,45,Male,United States of America,California,White,United States of America
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,2,50,Male,Netherlands,,,Netherlands
2017,0,100-500,1,I don't know,No,No,No,I don't know,Maybe,1,3,3,,,Possibly,,Rarely,Often,1,27,Male,France,,,France
2017,0,More than 1000,1,Yes,Yes,No,Yes,I don't know,Maybe,0,7,5,,,Yes,Yes,Often,Often,2,31,f,United States of America,Oregon,White,United States of America
2017,0,100-500,1,I don't know,N/A,No,No,I don't know,Maybe,0,0,3,,,Possibly,,Not applicable to me,Sometimes,1,44,Male,Netherlands,,,United States of America
2017,0,25-Jun,1,Yes,No,No,I don't know,I don't know,No,1,6,6,,,No,,Not applicable to me,Not applicable to me,3,31,male,France,,,France
2017,0,5-Jan,1,No,N/A,No,No,No,No,0,2,0,,,Possibly,,Not applicable to me,Often,2,23,Male-ish,Russia,,,Russia
2017,0,100-500,1,Yes,Yes,No,Yes,I don't know,Yes,1,8,8,,,Yes,Yes,Sometimes,Often,3,23,Male,United States of America,California,White,United States of America
2017,0,100-500,1,I don't know,No,No,I don't know,I don't know,No,0,2,1,,,No,,Not applicable to me,Not applicable to me,2,38,Male,France,,,France
2017,0,26-100,1,I don't know,No,No,I don't know,I don't know,Maybe,0,7,6,,,Possibly,,Not applicable to me,Sometimes,2,37,male,United States of America,Illinois,White,United States of America
2017,0,25-Jun,1,Yes,No,No,No,I don't know,Maybe,0,6,5,,,No,,Rarely,Never,3,33,Male,France,,,Luxembourg
2017,1,,,,,,,,,,,,"No, because it would impact me negatively",I'm not sure,Yes,Yes,Rarely,Sometimes,1,34,Male,United States of America,Maryland,Asian,United States of America
2017,0,More than 1000,0,Yes,Yes,Yes,I don't know,I don't know,No,0,3,1,,,Possibly,,Sometimes,Sometimes,1,47,Male ,United States of America,New Jersey,White,United States of America
2017,0,26-100,1,I don't know,No,No,I don't know,I don't know,Maybe,1,6,3,,,Don't Know,,Not applicable to me,Not applicable to me,4,29,Female,United States of America,California,White,United States of America
2017,0,More than 1000,0,Yes,No,I don't know,Yes,I don't know,Maybe,0,2,2,,,No,,Not applicable to me,Not applicable to me,2,38,male,United States of America,Kansas,White,United States of America
2017,0,100-500,1,I don't know,No,No,No,I don't know,Maybe,0,8,8,,,Don't Know,,Not applicable to me,Not applicable to me,2,29,Male,Canada,,,Canada
2017,0,100-500,1,I don't know,No,No,No,I don't know,Yes,1,6,6,,,Yes,Yes,Sometimes,Often,3,37,Male,United States of America,Missouri,White,United States of America
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",I'm not sure,Yes,Yes,Sometimes,Often,1,39,M,India,,,India
2017,0,100-500,1,Yes,Yes,Yes,Yes,Yes,Maybe,1,8,8,,,Yes,Yes,Sometimes,Often,2,29,Female,United States of America,Michigan,White,United States of America
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",No change,Yes,Yes,Sometimes,Sometimes,2,57,f,Canada,,,Canada
2017,0,25-Jun,1,Not eligible for coverage / NA,N/A,I don't know,I don't know,I don't know,Yes,0,8,8,,,Yes,Yes,Rarely,Often,4,27,Female,United States of America,Illinois,White,United States of America
2017,0,More than 1000,0,I don't know,No,No,No,I don't know,Yes,0,7,5,,,No,,Not applicable to me,Not applicable to me,3,38,Female,United States of America,Illinois,White,United States of America
2017,1,,,,,,,,,,,,"No, because it would impact me negatively",I'm not sure,No,,Not applicable to me,Not applicable to me,1,39,male,France,,,France
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,Yes,Yes,1,9,9,,,Yes,Yes,Rarely,Often,4,29,Male,Switzerland,,,Switzerland
2017,0,100-500,0,No,N/A,No,No,No,No,0,5,0,,,Yes,Yes,Rarely,Sometimes,1,24,Male,United Kingdom,,,United Kingdom
2017,0,26-100,1,No,No,Yes,No,I don't know,Yes,1,10,8,,,Yes,Yes,Not applicable to me,Often,2,30,female,United Kingdom,,,United Kingdom
2017,0,500-1000,1,Yes,Yes,Yes,Yes,Yes,Maybe,0,8,8,,,Possibly,,Not applicable to me,Not applicable to me,4,32,Male,United States of America,California,White,United States of America
2017,0,100-500,1,Yes,Yes,Yes,I don't know,Yes,Yes,1,7,7,,,Yes,Yes,Rarely,Sometimes,3,37,M,United States of America,Minnesota,White,United States of America
2017,0,25-Jun,1,No,No,No,No,I don't know,No,0,8,2,,,No,,Not applicable to me,Not applicable to me,1,34,male,New Zealand,,,New Zealand
2017,0,100-500,1,Yes,Yes,Yes,Yes,Yes,Yes,1,7,10,,,No,,Not applicable to me,Not applicable to me,5,52,m,United States of America,Illinois,White,United States of America
2017,0,100-500,0,Yes,Yes,No,I don't know,I don't know,No,0,8,0,,,Yes,Yes,Sometimes,Often,1,36,Male,United States of America,Pennsylvania,White,United States of America
2017,0,100-500,0,Yes,No,No,I don't know,Yes,No,1,5,5,,,Yes,Yes,Sometimes,Often,2,52,Male,United States of America,North Carolina,White,United States of America
2017,0,100-500,1,Yes,Yes,No,No,Yes,Maybe,1,10,10,,,No,,Not applicable to me,Not applicable to me,1,49,Female,United States of America,Michigan,Asian,United States of America
2017,0,More than 1000,1,Yes,Yes,I don't know,Yes,I don't know,Maybe,1,10,6,,,Yes,Yes,Sometimes,Often,2,30,male,United States of America,California,White,United States of America
2017,0,25-Jun,1,Not eligible for coverage / NA,No,No,No,I don't know,Yes,1,5,6,,,Yes,Yes,Sometimes,Often,4,41,male,Australia,,,Australia
2017,0,More than 1000,0,I don't know,No,No,I don't know,I don't know,Yes,0,9,7,,,Possibly,,Rarely,Sometimes,3,29,Male,United States of America,New York,,United States of America
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,I don't know,No,0,7,10,,,Yes,Yes,Sometimes,Often,1,37,,United States of America,Maryland,I prefer not to answer,United States of America
2017,0,100-500,1,Yes,Yes,Yes,Yes,Yes,Maybe,1,8,8,,,Yes,Yes,Sometimes,Often,3,29,Female,United States of America,Michigan,White,United States of America
2017,0,500-1000,1,Yes,Yes,No,Yes,Yes,Yes,1,8,6,,,Yes,Yes,Rarely,Often,3,39,female,United States of America,New York,More than one of the above,United States of America
2017,0,100-500,1,Yes,Yes,Yes,Yes,I don't know,Yes,1,5,5,,,Yes,Yes,Often,Often,3,30,F,United States of America,Illinois,White,United States of America
2017,0,26-100,1,Yes,Yes,Yes,No,Yes,Yes,1,10,8,,,Yes,Yes,Rarely,Often,2,23,woman,United States of America,New Jersey,White,United States of America
2017,0,More than 1000,1,Yes,No,Yes,Yes,Yes,Maybe,0,7,7,,,Possibly,,Rarely,Sometimes,3,29,f,United States of America,California,White,United States of America
2017,0,26-100,1,Yes,Yes,No,I don't know,Yes,Yes,1,7,8,,,Yes,Yes,Sometimes,Often,2,38,Male,United States of America,Tennessee,White,United States of America
2017,0,More than 1000,1,Yes,Yes,No,No,I don't know,No,0,7,3,,,Yes,Yes,Sometimes,Often,1,41,female,United States of America,Washington,White,United States of America
2017,0,100-500,1,Yes,Yes,No,Yes,I don't know,Yes,0,5,7,,,No,,Not applicable to me,Not applicable to me,3,47,Male,United States of America,Nevada,White,United States of America
2017,0,25-Jun,1,Yes,Yes,No,No,I don't know,Maybe,0,7,5,,,Yes,Yes,Sometimes,Sometimes,1,56,Woman,United States of America,North Carolina,White,United States of America
2017,0,100-500,1,I don't know,No,No,I don't know,I don't know,No,0,4,3,,,Possibly,,Rarely,Often,2,22,Male,United States of America,California,White,United States of America
2017,0,100-500,1,Yes,Yes,Yes,Yes,Yes,Yes,1,7,8,,,Yes,Yes,Sometimes,Often,2,32,female,United States of America,Michigan,White,United States of America
2017,0,25-Jun,1,I don't know,No,No,No,No,No,0,5,3,,,Yes,Yes,Sometimes,Often,4,30,female,United States of America,Illinois,White,United States of America
2017,0,100-500,1,Yes,No,No,No,I don't know,No,0,7,4,,,Yes,Yes,Sometimes,Often,1,31,sometimes,United States of America,Washington,White,United States of America
2017,0,100-500,1,Yes,Yes,I don't know,Yes,Yes,Yes,1,7,5,,,Yes,Yes,Rarely,Often,3,36,M,United States of America,New Jersey,White,United States of America
2017,0,100-500,1,Yes,Yes,No,I don't know,Yes,Maybe,1,5,3,,,Yes,Yes,Sometimes,Often,1,32,Male,United States of America,Illinois,White,United States of America
2017,0,25-Jun,1,Yes,Yes,No,No,I don't know,Yes,1,10,10,,,Yes,Yes,Sometimes,Often,2,37,Female,United States of America,California,White,United States of America
2017,0,25-Jun,0,I don't know,No,No,No,Yes,Maybe,0,8,7,,,Possibly,,Rarely,Rarely,3,29,Male,United States of America,Tennessee,White,United States of America
2017,0,26-100,1,Yes,Yes,No,No,I don't know,No,0,3,5,,,Yes,Yes,Rarely,Often,3,31,Female,United States of America,California,More than one of the above,United States of America
2017,0,100-500,1,Yes,Yes,No,Yes,I don't know,Maybe,0,5,5,,,Yes,Yes,Not applicable to me,Sometimes,3,39,Male,United States of America,Illinois,White,United States of America
2017,0,100-500,0,I don't know,No,Yes,Yes,No,Yes,0,7,8,,,Don't Know,,Sometimes,Often,2,36,Male,Japan,,,Japan
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",Positively,Yes,Yes,Rarely,Often,2,27,,United States of America,Illinois,White,United States of America
2017,0,More than 1000,1,I don't know,No,No,I don't know,I don't know,No,0,7,5,,,No,,Sometimes,Rarely,2,38,Male,United Kingdom,,,United Kingdom
2017,1,,,,,,,,,,,,"No, because it would impact me negatively",No change,Yes,Yes,Sometimes,Often,3,37,male,United States of America,Pennsylvania,White,United States of America
2017,0,100-500,1,Yes,No,Yes,Yes,Yes,Maybe,0,9,9,,,No,,Rarely,Sometimes,4,33,female,United States of America,Illinois,White,United States of America
2017,0,25-Jun,1,No,No,I don't know,No,I don't know,Yes,1,8,8,,,Possibly,,Sometimes,Often,2,38,Male,Turkey,,,Turkey
2017,0,100-500,1,Yes,No,Yes,I don't know,I don't know,Yes,0,5,5,,,Possibly,,Sometimes,Often,4,36,female (cisgender),United States of America,Illinois,White,United States of America
2017,0,100-500,1,No,N/A,No,No,I don't know,Maybe,0,0,0,,,No,,Not applicable to me,Not applicable to me,1,30,Female,United States of America,Virginia,White,United States of America
2017,0,26-100,1,Yes,Yes,Yes,Yes,I don't know,Yes,1,6,6,,,Yes,Yes,Often,Often,2,38,Male,United States of America,Oregon,White,United States of America
2017,0,26-100,1,No,N/A,No,No,I don't know,No,1,6,6,,,Yes,Yes,Rarely,Often,2,35,female,Canada,,,Canada
2017,0,25-Jun,1,Yes,No,No,No,Yes,Yes,1,7,5,,,Yes,Yes,Rarely,Often,2,26,Male,United States of America,Ohio,White,United States of America
2017,0,100-500,0,I don't know,Yes,No,Yes,Yes,Yes,0,7,7,,,Possibly,,Rarely,Not applicable to me,2,25,Male,United Kingdom,,,United Kingdom
2017,0,100-500,1,Not eligible for coverage / NA,Yes,Yes,Yes,Yes,No,0,7,8,,,No,,Sometimes,Often,2,40,male,United States of America,Michigan,White,United States of America
2017,0,25-Jun,1,Yes,Yes,No,No,Yes,Yes,0,6,2,,,No,,Not applicable to me,Not applicable to me,1,31,Male,Canada,,,Canada
2017,0,26-100,1,Yes,No,No,I don't know,I don't know,Maybe,0,8,6,,,Possibly,,Rarely,Rarely,2,49,Male,United States of America,Indiana,White,United States of America
2017,0,26-100,1,I don't know,No,No,No,I don't know,No,0,7,6,,,Possibly,,Not applicable to me,Not applicable to me,2,30,Male,Netherlands,,,Netherlands
2017,0,100-500,0,I don't know,No,No,I don't know,I don't know,Maybe,0,5,4,,,Don't Know,,Not applicable to me,Not applicable to me,3,35,Male,United States of America,Ohio,More than one of the above,United States of America
2017,0,100-500,0,Yes,Yes,Yes,No,I don't know,Yes,0,3,1,,,Yes,Yes,Rarely,Often,2,46,Male,United States of America,Tennessee,White,United States of America
2017,0,100-500,1,I don't know,Yes,No,I don't know,Yes,Yes,0,10,8,,,Possibly,,Rarely,Sometimes,3,29,Female,United States of America,New York,White,United States of America
2017,0,26-100,0,Yes,Yes,No,No,I don't know,No,0,2,2,,,Yes,Yes,Sometimes,Often,4,22,Male,United States of America,Ohio,White,United States of America
2017,0,100-500,1,Yes,N/A,No,Yes,Yes,Maybe,0,7,9,,,Yes,Yes,Rarely,Sometimes,2,50,female,United States of America,Illinois,White,United States of America
2017,0,25-Jun,1,I don't know,No,No,I don't know,I don't know,Yes,0,5,5,,,Possibly,,Rarely,Rarely,2,39,male,United States of America,Georgia,,United States of America
2017,0,25-Jun,0,No,No,Yes,Yes,I don't know,Maybe,1,9,7,,,Yes,Yes,Sometimes,Often,3,40,Male,United Kingdom,,,United Kingdom
2017,0,100-500,1,Yes,Yes,I don't know,Yes,I don't know,Maybe,0,5,5,,,No,,Sometimes,Sometimes,3,31,Male,United States of America,Illinois,White,United States of America
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",Positively,Yes,Yes,Sometimes,Often,2,38,Male,United States of America,Ohio,White,United States of America
2017,0,More than 1000,0,Yes,Yes,No,I don't know,I don't know,No,0,9,9,,,Yes,Yes,Sometimes,Often,1,45,Male,United States of America,Illinois,White,United States of America
2017,0,100-500,1,Yes,No,I don't know,Yes,I don't know,No,0,5,7,,,Yes,Yes,Rarely,Often,3,31,Female,United States of America,Illinois,White,United States of America
2017,0,100-500,1,Yes,Yes,No,Yes,Yes,Yes,0,5,9,,,Don't Know,,Rarely,Not applicable to me,3,25,f,United States of America,Illinois,,United States of America
2017,0,500-1000,0,I don't know,Yes,No,No,Yes,No,0,10,5,,,Yes,Yes,Rarely,Often,2,28,Female,United States of America,Texas,White,United States of America
2017,0,More than 1000,1,Yes,No,Yes,Yes,I don't know,Maybe,0,7,7,,,Possibly,,Sometimes,Sometimes,2,37,Male,United Kingdom,,,United Kingdom
2017,0,5-Jan,1,No,N/A,No,No,No,Maybe,0,6,4,,,Possibly,,Sometimes,Sometimes,4,54,M,United States of America,Tennessee,I prefer not to answer,United States of America
2017,0,More than 1000,1,Yes,Yes,Yes,Yes,Yes,No,0,10,6,,,Yes,Yes,Rarely,Sometimes,2,45,Female,United States of America,Illinois,White,United States of America
2017,0,500-1000,1,Yes,Yes,No,No,I don't know,Yes,1,5,3,,,Yes,Yes,Rarely,Often,3,36,Male,United States of America,Georgia,White,United States of America
2017,0,More than 1000,0,Yes,Yes,Yes,Yes,Yes,Maybe,0,6,6,,,Yes,Yes,Sometimes,Often,3,34,Female,United States of America,Pennsylvania,White,United States of America
2017,0,100-500,1,Yes,Yes,Yes,Yes,Yes,Maybe,0,10,10,,,No,,Not applicable to me,Not applicable to me,3,28,Male,United States of America,Illinois,White,United States of America
2017,0,More than 1000,0,Yes,Yes,No,Yes,Yes,Yes,0,6,4,,,Possibly,,Rarely,Sometimes,3,32,Male,United States of America,Indiana,White,United States of America
2017,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,2,40,male,Netherlands,,,Netherlands
2017,0,500-1000,1,I don't know,No,I don't know,Yes,I don't know,Maybe,0,7,6,,,Yes,Yes,Rarely,Sometimes,2,52,Female (cis) ,United States of America,Massachusetts,White,United States of America
2017,0,26-100,1,I don't know,No,No,No,I don't know,Yes,0,5,5,,,Possibly,,Not applicable to me,Not applicable to me,3,33,Male,United States of America,Ohio,White,United States of America
2017,0,100-500,1,Yes,No,No,I don't know,I don't know,Maybe,0,7,6,,,Yes,Yes,Sometimes,Sometimes,2,41,Female,United States of America,Illinois,More than one of the above,United States of America
2017,0,100-500,1,Yes,No,Yes,Yes,Yes,Maybe,0,10,10,,,No,,Not applicable to me,Not applicable to me,3,25,Female,United States of America,Illinois,White,United States of America
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",Positively,Yes,Yes,Sometimes,Often,1,33,Woman-identified,Canada,,,Canada
2017,0,26-100,1,Yes,Yes,No,No,Yes,Yes,0,9,2,,,No,,Not applicable to me,Not applicable to me,3,36,Contextual,United States of America,Massachusetts,White,United States of America
2017,1,,,,,,,,,,,,"Sometimes, if it comes up",Positively,Yes,Yes,Sometimes,Sometimes,1,40,male,Switzerland,,,Switzerland
